Model,Accuracy,Precision,Recall,F1 Score
efficientvit_l1,0.9991967871485944,0.9987519056671247,0.9987519056671247,0.9987519056671247
efficientvit_l2,0.9995983935742971,0.9990706319702602,0.9996847414880201,0.9993767219451445
